sku_id,category,region,customer_tier,current_price,recommended_price,price_change_pct,predicted_current_units,predicted_recommended_units,current_revenue,projected_revenue,current_gross_profit,projected_gross_profit,gross_profit_lift,gross_margin_pct,expected_ending_inventory,expected_weeks_of_cover,elasticity,elasticity_confidence,recommendation_action,reason_code,guardrail_triggered,approval_status,policy_version,pricing_action,pricing_reason_code,modeled_gp_lift,on_hand_inventory,on_order_inventory,average_weekly_demand,demand_std,inventory_turns,on_hand_weeks_of_cover,available_weeks_of_cover,sell_through_rate,stockout_probability,safety_stock,reorder_point,excess_units,excess_inventory_value,lost_sales_estimate,obsolescence_risk_score,inventory_status,inventory_action,inventory_reason_code,recommended_order_quantity,transfer_candidate_flag,pricing_confidence,inventory_confidence,joint_confidence,joint_confidence_score,manual_review_required,generated_at
SKU-00062,Fluids,Vancouver Island,Fleet,340.0,387.99,0.1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.38,Increase,PRICE_LADDER_CONSTRAINT,"MARGIN_FLOOR,MAP,TIER_LADDER,STOCKOUT_PROTECTION,MARGIN_FLOOR,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,0.0,53.82,38.14,18.572,3.548,1.04,2.9,4.95,0.3884,0.0,7.98,42.47,0.0,0.0,22.51,0.275,HEALTHY,NO_ACTION,HEALTHY_INVENTORY,0.0,False,0.38,0.721,HIGH,0.721,False,2026-06-19T14:14:09.900220
SKU-00062,Fluids,Vancouver Island,Retail,409.29,421.99,0.031,15.73,15.682006157984942,6438.131700000001,6617.649778608065,1729.9854000000005,1923.8685154615923,193.88311546159184,0.29071778952107863,26.857993842015055,1.7126631357901578,-0.1,0.38,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,193.88311546159184,53.82,38.14,18.572,3.548,1.04,2.9,4.95,0.3884,0.0,7.98,42.47,0.0,0.0,22.51,0.275,HEALTHY,NO_ACTION,HEALTHY_INVENTORY,0.0,False,0.38,0.721,HIGH,0.721,False,2026-06-19T14:14:09.900303
SKU-00062,Fluids,Vancouver Island,Trade,376.03,387.99,0.0318,18.46,18.402290953545627,6941.5138,7139.904867066168,1416.2511999999997,1631.9151617604257,215.663961760426,0.22856259181937671,0.0,0.0,-0.1,0.37,Increase,MAP_CONSTRAINT,"MAX_MOVE,MAP,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,MAP_CONSTRAINT,215.663961760426,53.82,38.14,18.572,3.548,1.04,2.9,4.95,0.3884,0.0,7.98,42.47,0.0,0.0,22.51,0.275,HEALTHY,NO_ACTION,HEALTHY_INVENTORY,0.0,False,0.37,0.718,HIGH,0.718,False,2026-06-19T14:14:09.900384
SKU-00063,Batteries,Interior,Fleet,392.21,419.99,0.0708,44.13,43.82903398723206,17308.2273,18407.755984297593,4703.375399999999,5888.869006524501,1185.493606524502,0.3199123788661635,0.0,0.0,-0.1,0.305,Increase,MAP_CONSTRAINT,"MAX_MOVE,MAP,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,MAP_CONSTRAINT,1185.493606524502,58.42,45.150000000000006,38.94,4.207,1.277,1.5,2.66,0.6029,0.8602,11.73,122.99,0.0,0.0,30.08,0.768,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,20.0,True,0.305,0.687,MEDIUM,0.687,False,2026-06-19T14:14:09.900470
SKU-00063,Batteries,Interior,Retail,455.2,468.99,0.0303,33.23,33.13097435802586,15126.295999999998,15538.095664170549,5634.811099999999,6074.895458287623,440.0843582876241,0.39096782447386946,0.0,0.0,-0.1,0.48,Increase,NO_MATERIAL_OPPORTUNITY,"MAX_MOVE,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,440.0843582876241,58.42,45.150000000000006,38.94,4.207,1.277,1.5,2.66,0.6029,0.8602,11.73,122.99,0.0,0.0,30.08,0.768,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,20.0,True,0.48,0.748,HIGH,0.748,False,2026-06-19T14:14:09.900552
SKU-00063,Batteries,Interior,Trade,434.56,447.99,0.0309,11.33,11.295567435963688,4923.5648,5060.301255637373,1687.3769000000002,1833.948328903065,146.57142890306477,0.3624188039911606,0.0,0.0,-0.1,0.435,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,146.57142890306477,58.42,45.150000000000006,38.94,4.207,1.277,1.5,2.66,0.6029,0.8602,11.73,122.99,0.0,0.0,30.08,0.768,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,20.0,True,0.435,0.732,HIGH,0.732,False,2026-06-19T14:14:09.900639
SKU-00063,Batteries,Lower Mainland,Fleet,391.1,419.99,0.0739,62.37,61.927084008965046,24392.907,26008.75601292523,6578.1639,8320.523007444546,1742.3591074445467,0.3199123788661636,0.0,0.0,-0.1,0.28,Manual Review,MAP_CONSTRAINT,"MAX_MOVE,MAP,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Manual Review,MAP_CONSTRAINT,1742.3591074445467,16.89,73.86,54.924,10.814,4.525,0.31,1.65,0.9006,0.9999,30.16,187.09,0.0,0.0,34.67,0.768,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,97.0,True,0.28,0.678,MEDIUM,0.678,False,2026-06-19T14:14:09.900721
SKU-00063,Batteries,Lower Mainland,Retail,457.25,470.99,0.03,35.07,34.9663232924757,16035.7575,16468.78860752313,6018.713400000001,6481.357685493294,462.64428549329386,0.3935540032697084,0.0,0.0,-0.1,0.335,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,462.64428549329386,16.89,73.86,54.924,10.814,4.525,0.31,1.65,0.9006,0.9999,30.16,187.09,0.0,0.0,34.67,0.768,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,97.0,True,0.335,0.697,MEDIUM,0.697,False,2026-06-19T14:14:09.900801
SKU-00063,Batteries,Lower Mainland,Trade,420.78,433.99,0.0314,55.6,55.42839819406087,23395.368,24055.37053224048,7514.339999999998,8223.357156070873,709.017156070875,0.3418511947279892,0.0,0.0,-0.1,0.335,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,709.017156070875,16.89,73.86,54.924,10.814,4.525,0.31,1.65,0.9006,0.9999,30.16,187.09,0.0,0.0,34.67,0.768,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,97.0,True,0.335,0.697,MEDIUM,0.697,False,2026-06-19T14:14:09.900883
SKU-00063,Batteries,Northern BC,Fleet,402.77,419.99,0.0428,33.63,33.489501563371235,13545.1551,14065.255761600285,3939.4182,4499.64943005456,560.23123005456,0.3199123788661635,13.270498436628763,0.3962584636118688,-0.1,0.48,Increase,STOCKOUT_PROTECTION,"MAX_MOVE,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,STOCKOUT_PROTECTION,560.23123005456,102.15,0.31,30.42,4.877,0.598,3.36,3.37,0.4059,0.0297,13.6,100.52,0.0,0.0,25.47,0.768,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.48,0.756,HIGH,0.756,False,2026-06-19T14:14:09.900963
SKU-00063,Batteries,Northern BC,Retail,460.97,460.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.525,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,102.15,0.31,30.42,4.877,0.598,3.36,3.37,0.4059,0.0297,13.6,100.52,0.0,0.0,25.47,0.768,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.525,0.772,HIGH,0.772,False,2026-06-19T14:14:09.901042
SKU-00063,Batteries,Northern BC,Trade,341.98,419.99,0.2281,36.17,35.434367460308806,12369.4166,14882.079989655096,2038.1795000000002,4760.961611967092,2722.7821119670916,0.3199123788661635,19.955632539691194,0.5631716881088438,-0.1,0.535,Increase,MAP_CONSTRAINT,"MAX_MOVE,MAP,STOCKOUT_PROTECTION,MARGIN_FLOOR,MAP",Pending,v2.0.0-inventory-engine,Increase,MAP_CONSTRAINT,2722.7821119670916,102.15,0.31,30.42,4.877,0.598,3.36,3.37,0.4059,0.0297,13.6,100.52,0.0,0.0,25.47,0.768,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.535,0.775,HIGH,0.775,False,2026-06-19T14:14:09.901122
SKU-00063,Batteries,Vancouver Island,Fleet,393.77,419.99,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.4,Increase,PRICE_LADDER_CONSTRAINT,"MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,0.0,163.32,83.55,35.797,6.089,0.403,4.56,6.9,0.297,0.0,16.98,119.26,0.0,0.0,37.39,0.768,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.4,0.728,HIGH,0.728,False,2026-06-19T14:14:09.901201
SKU-00063,Batteries,Vancouver Island,Retail,472.98,487.99,0.0317,28.4,28.31141171587683,13432.632,13815.685803230734,5320.74,5729.097274824835,408.35727482483526,0.4146806287014078,61.558588284123175,2.1743383516831685,-0.1,0.49,Increase,NO_MATERIAL_OPPORTUNITY,"MAX_MOVE,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,408.35727482483526,163.32,83.55,35.797,6.089,0.403,4.56,6.9,0.297,0.0,16.98,119.26,0.0,0.0,37.39,0.768,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.49,0.76,HIGH,0.76,False,2026-06-19T14:14:09.901280
SKU-00063,Batteries,Vancouver Island,Trade,417.93,430.99,0.0312,40.61,40.48523129959957,16972.1373,17448.72983781442,5372.7029999999995,5884.933221709794,512.2302217097949,0.33727000626464654,32.964768700400434,0.8142418270122735,-0.1,0.49,Increase,NO_MATERIAL_OPPORTUNITY,"MAX_MOVE,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,512.2302217097949,163.32,83.55,35.797,6.089,0.403,4.56,6.9,0.297,0.0,16.98,119.26,0.0,0.0,37.39,0.768,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.49,0.76,HIGH,0.76,False,2026-06-19T14:14:09.901366
SKU-00064,Suspension,Interior,Fleet,533.84,599.99,0.1239,12.54,12.394364000806341,6694.3536,7436.494456843797,662.9898000000003,1475.1772033759707,812.1874033759705,0.19836997283288055,0.0,0.0,-0.1,0.42,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,MAP,TIER_LADDER,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,812.1874033759705,107.15,13.85,13.42,1.563,0.391,7.98,9.02,0.2678,0.0,4.57,46.75,13.64,6560.43,1.12,0.62,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.42,0.735,HIGH,0.735,False,2026-06-19T14:14:09.901451
SKU-00064,Suspension,Interior,Retail,626.13,644.99,0.0301,13.73,13.68931416086713,8596.7649,8829.470740617691,1993.0467999999992,2245.321308665427,252.27450866542767,0.254298516256066,11.15068583913287,0.8145540169578915,-0.1,0.43,Increase,NO_MATERIAL_OPPORTUNITY,"MAX_MOVE,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,252.27450866542767,107.15,13.85,13.42,1.563,0.391,7.98,9.02,0.2678,0.0,4.57,46.75,13.64,6560.43,1.12,0.62,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.43,0.738,HIGH,0.738,False,2026-06-19T14:14:09.901531
SKU-00064,Suspension,Interior,Trade,571.98,599.99,0.049,12.91,12.848425936073136,7384.2618,7708.927077384521,1174.9390999999996,1529.2196549114242,354.2805549114246,0.1983699728328805,69.46157406392686,5.406232203814719,-0.1,0.38,Increase,MAP_CONSTRAINT,"MAX_MOVE,MAP",Pending,v2.0.0-inventory-engine,Increase,MAP_CONSTRAINT,354.2805549114246,107.15,13.85,13.42,1.563,0.391,7.98,9.02,0.2678,0.0,4.57,46.75,13.64,6560.43,1.12,0.62,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.38,0.721,HIGH,0.721,False,2026-06-19T14:14:09.901613
SKU-00064,Suspension,Lower Mainland,Fleet,433.84,599.99,0.383,7.36,7.125188729487355,3193.0624,4275.041985805118,-346.87680000000046,848.0399625835848,1194.9167625835853,0.19836997283288052,0.0,0.0,-0.1,0.255,Manual Review,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,MARGIN_FLOOR,MAP,TIER_LADDER,STOCKOUT_PROTECTION,MARGIN_FLOOR,MAP",Pending,v2.0.0-inventory-engine,Manual Review,PRICE_LADDER_CONSTRAINT,1194.9167625835853,52.93,23.82,21.332,6.77,1.015,2.48,3.6,0.3429,0.2094,19.8,86.85,0.0,0.0,45.78,0.77,STOCKOUT_RISK,REPLENISH,UNDERSTOCKED_REPLENISH,24.0,True,0.255,0.669,MEDIUM,0.669,False,2026-06-19T14:14:09.901695
SKU-00064,Suspension,Lower Mainland,Retail,623.47,642.99,0.0313,20.26,20.19763758777015,12631.5022,12986.878992560329,2887.0499999999993,3272.42124197052,385.3712419705207,0.2519790354437861,32.73236241222985,1.6206035121676599,-0.1,0.27,Test,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Test,NO_MATERIAL_OPPORTUNITY,385.3712419705207,52.93,23.82,21.332,6.77,1.015,2.48,3.6,0.3429,0.2094,19.8,86.85,0.0,0.0,45.78,0.77,STOCKOUT_RISK,REPLENISH,UNDERSTOCKED_REPLENISH,24.0,True,0.27,0.675,MEDIUM,0.675,False,2026-06-19T14:14:09.901776
SKU-00064,Suspension,Lower Mainland,Trade,580.76,599.99,0.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.295,Test,MAP_CONSTRAINT,"MAP,STOCKOUT_PROTECTION,MAP",Pending,v2.0.0-inventory-engine,Test,MAP_CONSTRAINT,0.0,52.93,23.82,21.332,6.77,1.015,2.48,3.6,0.3429,0.2094,19.8,86.85,0.0,0.0,45.78,0.77,STOCKOUT_RISK,REPLENISH,UNDERSTOCKED_REPLENISH,24.0,True,0.295,0.683,MEDIUM,0.683,False,2026-06-19T14:14:09.901860
SKU-00064,Suspension,Northern BC,Fleet,528.97,599.99,0.1343,12.0,11.849770767679999,6347.64,7109.743962900323,576.0,1410.3597167692733,834.3597167692733,0.19836997283288052,62.140229232319996,5.24400264364659,-0.1,0.52,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,MAP,TIER_LADDER,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,834.3597167692733,203.45999999999998,26.44,10.99,2.043,0.173,18.51,20.92,0.1345,0.0,5.98,40.52,141.98,68288.12,0.0,0.97,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.52,0.77,HIGH,0.77,False,2026-06-19T14:14:09.901941
SKU-00064,Suspension,Northern BC,Retail,617.25,678.99,0.1,10.32,10.21294480923316,6370.02,6934.4873960212235,1406.4096,2022.3673311243501,615.9577311243502,0.2916390521215334,32.34705519076684,3.1672603538915647,-0.10938316332847078,0.48,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,615.9577311243502,203.45999999999998,26.44,10.99,2.043,0.173,18.51,20.92,0.1345,0.0,5.98,40.52,141.98,68288.12,0.0,0.97,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.48,0.756,HIGH,0.756,False,2026-06-19T14:14:09.902020
SKU-00064,Suspension,Northern BC,Trade,570.51,617.99,0.0832,9.31,9.235871084352276,5311.4481000000005,5707.675971418863,833.6174000000001,1265.499055977949,431.88165597794887,0.22171879803880323,77.67412891564771,8.410049058311982,-0.1,0.55,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,431.88165597794887,203.45999999999998,26.44,10.99,2.043,0.173,18.51,20.92,0.1345,0.0,5.98,40.52,141.98,68288.12,0.0,0.97,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.55,0.78,HIGH,0.78,False,2026-06-19T14:14:09.902102
SKU-00064,Suspension,Vancouver Island,Fleet,517.54,599.99,0.1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.435,Increase,PRICE_LADDER_CONSTRAINT,"MARGIN_FLOOR,MAP,TIER_LADDER,STOCKOUT_PROTECTION,MARGIN_FLOOR,MAP",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,0.0,145.24,27.25,12.579,1.748,0.242,11.55,13.71,0.1402,0.0,5.11,44.65,71.86,34562.5,13.32,0.92,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.435,0.74,HIGH,0.74,False,2026-06-19T14:14:09.902181
SKU-00064,Suspension,Vancouver Island,Retail,624.25,686.99,0.1005,9.69,9.597642978077205,6048.9825,6593.484749509259,1388.3832000000002,1977.306406343465,588.9232063434647,0.2998879168546848,96.22235702192279,10.025623712166881,-0.1,0.515,Increase,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,588.9232063434647,145.24,27.25,12.579,1.748,0.242,11.55,13.71,0.1402,0.0,5.11,44.65,71.86,34562.5,13.32,0.92,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.515,0.768,HIGH,0.768,False,2026-06-19T14:14:09.902260
SKU-00064,Suspension,Vancouver Island,Trade,572.63,624.99,0.0914,13.99,13.868127229532606,8011.0937,8667.440837185582,1282.3234000000002,1997.2876835972847,714.9642835972845,0.23043568697099143,25.551872770467398,1.8424890648575747,-0.1,0.475,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,714.9642835972845,145.24,27.25,12.579,1.748,0.242,11.55,13.71,0.1402,0.0,5.11,44.65,71.86,34562.5,13.32,0.92,OBSOLETE_RISK,INTER_REGION_TRANSFER,REGIONAL_IMBALANCE_TRANSFER,0.0,True,0.475,0.754,HIGH,0.754,False,2026-06-19T14:14:09.902339
SKU-00065,Suspension,Interior,Fleet,547.29,547.99,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.42,Hold,STOCKOUT_PROTECTION,"TIER_LADDER,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Hold,STOCKOUT_PROTECTION,0.0,0.0,30.38,45.784,9.01,64.97,0.0,0.66,0.0,1.0,27.53,184.5,0.0,0.0,153.04,1.0,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,184.0,False,0.42,0.727,HIGH,0.727,False,2026-06-19T14:14:09.902419
SKU-00065,Suspension,Interior,Retail,595.0,595.99,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.43,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,30.38,45.784,9.01,64.97,0.0,0.66,0.0,1.0,27.53,184.5,0.0,0.0,153.04,1.0,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,184.0,False,0.43,0.73,HIGH,0.73,False,2026-06-19T14:14:09.902497
SKU-00065,Suspension,Interior,Trade,545.55,545.99,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.38,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,30.38,45.784,9.01,64.97,0.0,0.66,0.0,1.0,27.53,184.5,0.0,0.0,153.04,1.0,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,184.0,False,0.38,0.713,HIGH,0.713,False,2026-06-19T14:14:09.902578
SKU-00065,Suspension,Lower Mainland,Fleet,507.95,523.99,0.0316,34.64,34.532472920973106,17595.388,18094.670485860697,4885.625599999998,5424.360846426454,538.7352464264568,0.2997767132960552,0.0,0.0,-0.1,0.255,Test,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Test,NO_MATERIAL_OPPORTUNITY,538.7352464264568,82.88,95.91,65.838,14.015,0.963,1.26,2.72,0.6055,0.9648,42.82,268.55,0.0,0.0,61.53,0.726,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,90.0,False,0.255,0.669,MEDIUM,0.669,False,2026-06-19T14:14:09.902661
SKU-00065,Suspension,Lower Mainland,Retail,610.29,628.99,0.0306,31.47,31.375163250676547,19205.826299999997,19734.66393304304,7659.168599999997,8222.802784737309,563.6341847373114,0.41666799154199585,0.0,0.0,-0.1,0.27,Test,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Test,NO_MATERIAL_OPPORTUNITY,563.6341847373114,82.88,95.91,65.838,14.015,0.963,1.26,2.72,0.6055,0.9648,42.82,268.55,0.0,0.0,61.53,0.726,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,90.0,False,0.27,0.675,MEDIUM,0.675,False,2026-06-19T14:14:09.902746
SKU-00065,Suspension,Lower Mainland,Trade,548.79,565.99,0.0313,61.09,60.90176346984703,33525.5811,34469.789106298726,11111.049200000001,12124.32307157715,1013.2738715771484,0.3517376632095974,21.978236530152962,0.3608801334797894,-0.1,0.295,Test,NO_MATERIAL_OPPORTUNITY,MAX_MOVE,Pending,v2.0.0-inventory-engine,Test,NO_MATERIAL_OPPORTUNITY,1013.2738715771484,82.88,95.91,65.838,14.015,0.963,1.26,2.72,0.6055,0.9648,42.82,268.55,0.0,0.0,61.53,0.726,STOCKOUT_RISK,EXPEDITE_ORDER,HIGH_STOCKOUT_RISK,90.0,False,0.295,0.683,MEDIUM,0.683,False,2026-06-19T14:14:09.902830
SKU-00065,Suspension,Northern BC,Fleet,521.21,521.99,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.52,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,36.92,36.377,5.491,75.199,0.0,1.01,0.0,1.0,16.78,141.5,0.0,0.0,119.05,1.0,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,146.0,False,0.52,0.762,HIGH,0.762,False,2026-06-19T14:14:09.902910
SKU-00065,Suspension,Northern BC,Retail,606.41,606.99,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10938316332847078,0.48,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,36.92,36.377,5.491,75.199,0.0,1.01,0.0,1.0,16.78,141.5,0.0,0.0,119.05,1.0,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,146.0,False,0.48,0.748,HIGH,0.748,False,2026-06-19T14:14:09.902988
SKU-00065,Suspension,Northern BC,Trade,545.51,545.99,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.55,Hold,NO_MATERIAL_OPPORTUNITY,,Pending,v2.0.0-inventory-engine,Hold,NO_MATERIAL_OPPORTUNITY,0.0,0.0,36.92,36.377,5.491,75.199,0.0,1.01,0.0,1.0,16.78,141.5,0.0,0.0,119.05,1.0,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,146.0,False,0.55,0.772,HIGH,0.772,False,2026-06-19T14:14:09.903070
SKU-00065,Suspension,Vancouver Island,Fleet,509.42,524.99,0.0306,30.14,30.049395793824058,15353.918800000001,15775.632297799692,4295.251400000001,4750.208487087706,454.9570870877051,0.3011104973428065,0.0,0.0,-0.1,0.435,Increase,PRICE_LADDER_CONSTRAINT,"MAX_MOVE,TIER_LADDER,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,PRICE_LADDER_CONSTRAINT,454.9570870877051,0.0,44.18,39.066,4.341,79.198,0.0,1.13,1.0,1.0,13.26,147.21,0.0,0.0,57.99,0.726,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,157.0,False,0.435,0.732,HIGH,0.732,False,2026-06-19T14:14:09.903149
SKU-00065,Suspension,Vancouver Island,Retail,622.46,622.99,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.515,Hold,COMPETITOR_PRICE_GAP,,Pending,v2.0.0-inventory-engine,Hold,COMPETITOR_PRICE_GAP,0.0,0.0,44.18,39.066,4.341,79.198,0.0,1.13,1.0,1.0,13.26,147.21,0.0,0.0,57.99,0.726,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,157.0,False,0.515,0.76,HIGH,0.76,False,2026-06-19T14:14:09.903227
SKU-00065,Suspension,Vancouver Island,Trade,547.63,564.99,0.0317,17.95,17.89406868203139,9829.958499999999,10109.969864660914,3243.923999999999,3544.457124536777,300.5331245367779,0.3505902759340873,0.0,0.0,-0.1,0.475,Increase,NO_MATERIAL_OPPORTUNITY,"MAX_MOVE,STOCKOUT_PROTECTION",Pending,v2.0.0-inventory-engine,Increase,NO_MATERIAL_OPPORTUNITY,300.5331245367779,0.0,44.18,39.066,4.341,79.198,0.0,1.13,1.0,1.0,13.26,147.21,0.0,0.0,57.99,0.726,STOCKOUT,EXPEDITE_ORDER,STOCKOUT_EXPEDITE,157.0,False,0.475,0.746,HIGH,0.746,False,2026-06-19T14:14:09.903306
