sku_id,category,region,unit_cost,on_hand_inventory,on_order_inventory,available_inventory,average_weekly_demand,demand_std,demand_trend,on_hand_weeks_of_cover,available_weeks_of_cover,inventory_turns,sell_through_rate,stockout_probability,safety_stock,reorder_point,excess_units,excess_inventory_value,lost_sales_estimate,obsolescence_risk_score,lead_time_weeks,case_pack,minimum_order_quantity,lifecycle_stage,product_age_weeks,inventory_status,net_requirement,recommended_order_quantity,expected_stockout_weeks,replenishment_action,replenishment_reason
SKU-00076,Suspension,Lower Mainland,317.98,0.0,45.7,45.7,92.96,15.259,-0.8553,0.0,0.49,92.746,1.0,1.0,50.35,422.19,0.0,0.0,245.66,0.259,4.0,1,6,Growth,29,STOCKOUT,376.49,377.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00076,Suspension,Northern BC,317.98,16.9,48.5,65.4,56.847,7.421,0.7489,0.3,1.15,3.627,0.8598,1.0,24.49,251.88,0.0,0.0,67.13,0.109,4.0,1,6,Growth,29,STOCKOUT_RISK,186.48,187.0,0.3,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00076,Suspension,Vancouver Island,317.98,0.0,47.459999999999994,47.459999999999994,65.002,13.563,2.2053,0.0,0.73,67.729,1.0,1.0,44.76,304.77,0.0,0.0,95.11,0.109,4.0,1,6,Growth,29,STOCKOUT,257.31,261.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00077,Fluids,Interior,423.77,12.47,57.32,69.79,66.779,10.451,-0.6431,0.19,1.05,6.872,0.8777,1.0,27.65,199.37,0.0,0.0,99.69,0.374,2.57,24,1,Growth,58,STOCKOUT_RISK,129.58,144.0,0.19,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00077,Fluids,Lower Mainland,423.77,0.0,44.150000000000006,44.150000000000006,122.907,30.361,-1.0,0.0,0.36,99.288,0.0,1.0,80.33,396.38,0.0,0.0,340.49,0.524,2.57,24,1,Growth,58,STOCKOUT,352.23,504.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00077,Fluids,Northern BC,423.77,190.43,177.79000000000002,368.22,54.56,10.516,7.147,3.49,6.75,0.438,0.4644,0.0,27.83,168.12,0.0,0.0,0.0,0.224,2.57,24,1,Growth,58,HEALTHY,0.0,0.0,3.49,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00077,Fluids,Vancouver Island,423.77,130.77,135.21,265.98,57.619,10.597,22.1414,2.27,4.62,0.666,0.4325,0.0,28.04,176.2,0.0,0.0,64.63,0.224,2.57,24,1,Growth,58,STOCKOUT_RISK,0.0,0.0,2.27,REPLENISH,BELOW_REORDER_POINT
SKU-00078,Suspension,Interior,256.92,71.42,37.25,108.67,40.07,7.984,0.2997,1.78,2.71,1.047,0.5877,0.798,22.82,143.03,0.0,0.0,16.98,0.204,3.0,1,1,Mature,114,STOCKOUT_RISK,34.36,35.0,1.78,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00078,Suspension,Lower Mainland,256.92,0.0,54.82000000000001,54.82000000000001,54.543,7.858,0.0795,0.0,1.01,63.883,1.0,1.0,22.46,186.08,0.0,0.0,133.67,0.204,3.0,1,1,Mature,114,STOCKOUT,131.26,219.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00078,Suspension,Northern BC,256.92,4.2,16.73,20.93,28.97,5.235,-0.2337,0.14,0.72,16.288,0.937,1.0,14.96,101.87,0.0,0.0,28.69,0.354,3.0,1,1,Mature,114,STOCKOUT_RISK,80.94,81.0,0.14,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00078,Suspension,Vancouver Island,256.92,14.04,24.41,38.45,30.157,3.2,0.9605,0.47,1.27,3.809,0.6469,1.0,9.15,99.62,0.0,0.0,61.86,0.204,3.0,1,1,Mature,114,STOCKOUT_RISK,61.170000000000016,62.0,0.47,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00079,Filters,Interior,14.78,232.81,0.0,232.81,18.999,2.697,0.0973,12.25,12.25,0.212,0.1963,0.0,10.5,116.35,80.82,1194.52,0.0,0.742,5.57,1,1,Decline,151,OBSOLETE_RISK,0.0,0.0,12.25,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00079,Filters,Lower Mainland,14.78,89.15,96.80000000000001,185.95000000000002,25.224,5.588,0.0371,3.53,7.37,0.748,0.362,0.0003,21.76,162.3,0.0,0.0,20.77,0.592,5.57,1,1,Decline,151,STOCKOUT_RISK,0.0,0.0,3.53,REPLENISH,BELOW_REORDER_POINT
SKU-00079,Filters,Northern BC,14.78,104.69,52.18,156.87,15.189,3.397,0.1798,6.89,10.33,0.361,0.2899,0.0,13.23,97.85,35.36,522.62,5.26,0.592,5.57,1,1,Decline,151,OBSOLETE_RISK,0.0,0.0,6.89,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00079,Filters,Vancouver Island,14.78,89.22999999999999,28.91,118.13999999999999,14.819,4.419,-0.5768,6.02,7.97,0.505,0.1977,0.0003,17.21,99.77,0.0,0.0,21.68,0.892,5.57,1,1,Decline,151,OBSOLETE_RISK,0.0,0.0,6.02,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00080,Tools,Interior,214.9,140.73000000000002,8.39,149.12,12.262,3.073,0.3073,11.48,12.16,0.271,0.2001,0.0,8.35,41.64,51.02,10964.2,5.21,0.626,2.71,1,12,Decline,182,OBSOLETE_RISK,0.0,0.0,11.48,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00080,Tools,Lower Mainland,214.9,174.69,33.26,207.95,17.915,4.223,0.029,9.75,11.61,0.305,0.2169,0.0,11.48,60.1,64.63,13888.99,0.0,0.626,2.71,1,12,Decline,182,OBSOLETE_RISK,0.0,0.0,9.75,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00080,Tools,Northern BC,214.9,162.88,0.0,162.88,9.53,1.92,-0.0259,17.09,17.09,0.208,0.1561,0.0,5.22,31.09,86.64,18618.94,0.0,0.776,2.71,1,12,Decline,182,OBSOLETE_RISK,0.0,0.0,17.09,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00080,Tools,Vancouver Island,214.9,265.03,38.89,303.91999999999996,11.348,1.345,0.0503,23.36,26.78,0.131,0.1149,0.0,3.66,34.46,213.14,45803.79,0.0,0.976,2.71,1,12,Decline,182,OBSOLETE_RISK,0.0,0.0,23.35,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00081,Tools,Interior,281.74,136.31,0.0,136.31,6.561,0.778,0.1521,20.78,20.78,0.153,0.1295,0.0,2.11,19.92,83.82,23615.45,0.0,0.605,2.71,24,24,Mature,90,SLOW_MOVING,0.0,0.0,20.78,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00081,Tools,Lower Mainland,281.74,165.91,68.99000000000001,234.9,9.52,1.719,0.0623,17.43,24.67,0.172,0.1245,0.0,4.67,30.51,158.74,44723.41,4.66,0.605,2.71,24,24,Mature,90,SLOW_MOVING,0.0,0.0,17.43,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00081,Tools,Northern BC,281.74,215.25,37.53,252.78,5.791,0.837,-0.0377,37.17,43.65,0.074,0.0699,0.0,2.27,17.99,206.45,58165.22,0.0,0.605,2.71,24,24,Mature,90,SLOW_MOVING,0.0,0.0,37.17,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00081,Tools,Vancouver Island,281.74,131.95,60.32,192.26999999999998,6.055,1.431,0.41,21.79,31.75,0.13,0.1445,0.0,3.89,20.32,143.83,40522.66,0.0,0.605,2.71,24,24,Mature,90,SLOW_MOVING,0.0,0.0,21.79,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00082,Engine Components,Interior,394.87,75.23,39.99,115.22,15.594,2.28,0.0519,4.82,7.39,0.579,0.151,0.0,7.39,67.53,0.0,0.0,36.21,0.897,3.86,1,6,Decline,150,OBSOLETE_RISK,0.0,0.0,4.82,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00082,Engine Components,Lower Mainland,394.87,42.8,42.95,85.75,21.87,4.046,-0.4309,1.96,3.92,1.371,0.3269,0.4304,13.11,97.47,0.0,0.0,52.85,0.897,3.86,1,6,Decline,150,STOCKOUT_RISK,11.719999999999999,12.0,1.96,REPLENISH,BELOW_REORDER_POINT
SKU-00082,Engine Components,Northern BC,394.87,167.06,53.5,220.56,12.786,2.723,0.2373,13.07,17.25,0.239,0.1849,0.0,8.82,58.14,118.27,46701.27,0.0,0.897,3.86,1,6,Decline,150,OBSOLETE_RISK,0.0,0.0,13.07,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00082,Engine Components,Vancouver Island,394.87,23.68,31.55,55.230000000000004,14.605,3.021,-0.2492,1.62,3.78,1.504,0.5316,0.5738,9.79,66.12,0.0,0.0,23.65,0.897,3.86,1,6,Decline,150,STOCKOUT_RISK,10.890000000000004,11.0,1.62,REPLENISH,BELOW_REORDER_POINT
SKU-00083,Electrical,Interior,8.72,170.21,38.73,208.94,9.081,1.502,0.1303,18.74,23.01,0.158,0.0996,0.0,2.48,11.56,136.29,1188.45,7.43,0.916,1.0,1,24,Decline,141,OBSOLETE_RISK,0.0,0.0,18.74,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00083,Electrical,Lower Mainland,8.72,29.11,28.490000000000002,57.6,11.596,2.558,0.0144,2.51,4.97,1.3,0.4615,0.0,4.22,15.82,0.0,0.0,8.87,0.566,1.0,1,24,Decline,141,OBSOLETE_RISK,0.0,0.0,2.51,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00083,Electrical,Northern BC,8.72,149.37,0.0,149.37,7.449,1.196,0.045,20.05,20.05,0.154,0.1305,0.0,1.97,9.42,89.78,782.88,0.0,0.916,1.0,1,24,Decline,141,OBSOLETE_RISK,0.0,0.0,20.05,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00083,Electrical,Vancouver Island,8.72,231.92000000000002,0.0,231.92000000000002,8.358,2.397,0.4198,27.75,27.75,0.114,0.1123,0.0,3.96,12.31,165.06,1439.32,0.0,0.916,1.0,1,24,Decline,141,OBSOLETE_RISK,0.0,0.0,27.75,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00084,Filters,Interior,466.79,0.0,92.53999999999999,92.53999999999999,121.256,24.132,1.1696,0.0,0.76,83.072,1.0,1.0,82.43,602.1,0.0,0.0,291.53,0.061,4.29,1,1,Mature,86,STOCKOUT,509.56000000000006,510.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00084,Filters,Lower Mainland,466.79,0.0,109.24000000000001,109.24000000000001,160.972,22.922,-0.173,0.0,0.68,107.123,1.0,1.0,78.3,768.18,0.0,0.0,445.11,0.211,4.29,1,1,Mature,86,STOCKOUT,658.9399999999999,659.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00084,Filters,Northern BC,466.79,70.2,102.19,172.39,97.766,24.768,1.582,0.72,1.76,1.455,0.4905,1.0,84.6,503.6,0.0,0.0,192.83,0.061,4.29,1,1,Mature,86,STOCKOUT_RISK,331.21000000000004,332.0,0.72,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00084,Filters,Vancouver Island,466.79,24.51,80.63,105.14,110.436,30.313,24.0566,0.22,0.95,3.188,0.8612,1.0,103.54,576.84,0.0,0.0,226.81,0.061,4.29,1,1,Mature,86,STOCKOUT_RISK,471.70000000000005,472.0,0.22,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00085,Filters,Interior,252.88,38.91,73.78,112.69,104.166,26.172,-0.4132,0.37,1.08,2.562,0.642,0.3723,43.18,147.35,0.0,0.0,190.37,0.294,1.0,24,1,New,10,STOCKOUT_RISK,34.66,48.0,0.37,REPLENISH,BELOW_REORDER_POINT
SKU-00085,Filters,Lower Mainland,252.88,0.0,61.39,61.39,140.699,25.903,0.0,0.0,0.44,86.571,0.0,0.9989,42.74,183.44,0.0,0.0,437.18,0.294,1.0,24,1,New,10,STOCKOUT,122.05,576.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00085,Filters,Northern BC,252.88,0.0,23.77,23.77,79.625,9.506,-0.4718,0.0,0.3,89.176,0.0,1.0,15.68,95.31,0.0,0.0,223.18,0.444,1.0,24,1,New,10,STOCKOUT,71.54,336.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00085,Filters,Vancouver Island,252.88,0.0,61.39999999999999,61.39999999999999,86.679,13.698,-0.4469,0.0,0.71,63.475,1.0,0.9675,22.6,109.28,0.0,0.0,211.28,0.294,1.0,24,1,New,10,STOCKOUT,47.88000000000001,360.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00086,Suspension,Interior,179.9,102.91,92.06,194.97,29.999,5.878,1.0324,3.43,6.5,0.551,0.3875,0.0001,21.38,167.08,0.0,0.0,27.7,0.269,4.86,12,24,New,14,STOCKOUT_RISK,0.0,0.0,3.43,REPLENISH,BELOW_REORDER_POINT
SKU-00086,Suspension,Lower Mainland,179.9,10.31,43.86,54.17,39.659,4.732,-0.3188,0.26,1.37,6.647,0.8836,1.0,17.21,209.83,0.0,0.0,47.52,0.419,4.86,12,24,New,14,STOCKOUT_RISK,155.66000000000003,156.0,0.26,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00086,Suspension,Northern BC,179.9,95.83999999999999,68.42999999999999,164.26999999999998,23.672,4.95,0.5516,4.05,6.94,0.52,0.414,0.0,18.0,132.98,0.0,0.0,0.0,0.269,4.86,12,24,New,14,STOCKOUT_RISK,0.0,0.0,4.05,REPLENISH,BELOW_REORDER_POINT
SKU-00086,Suspension,Vancouver Island,179.9,67.3,28.049999999999997,95.35,24.155,4.154,-0.0464,2.79,3.95,0.882,0.3578,0.9918,15.1,132.43,0.0,0.0,25.5,0.269,4.86,12,24,New,14,STOCKOUT_RISK,37.08000000000001,48.0,2.79,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00087,Electrical,Interior,52.57,0.0,49.03,49.03,87.251,16.773,-0.825,0.0,0.56,91.757,0.0,0.9887,27.68,114.93,0.0,0.0,243.18,0.549,1.0,1,1,Growth,48,STOCKOUT,65.9,350.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00087,Electrical,Lower Mainland,52.57,0.0,67.08,67.08,132.387,40.485,0.6617,0.0,0.51,86.806,1.0,0.9466,66.8,199.19,0.0,0.0,316.04,0.249,1.0,1,1,Growth,48,STOCKOUT,132.11,530.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00087,Electrical,Northern BC,52.57,43.66,120.17,163.82999999999998,83.091,26.065,0.3945,0.53,1.97,2.015,0.6974,0.001,43.01,126.1,0.0,0.0,176.08,0.249,1.0,1,1,Growth,48,STOCKOUT_RISK,0.0,0.0,0.53,NO_ACTION,ON_ORDER_COVERS_REQUIREMENT
SKU-00087,Electrical,Vancouver Island,52.57,0.0,49.010000000000005,49.010000000000005,80.36,19.473,-0.0547,0.0,0.61,79.932,1.0,0.9463,32.13,112.49,0.0,0.0,245.49,0.249,1.0,1,1,Growth,48,STOCKOUT,63.47999999999999,322.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00088,Filters,Interior,412.45,0.0,37.2,37.2,121.012,32.622,-1.0,0.0,0.31,81.492,0.0,1.0,99.67,514.57,0.0,0.0,309.18,0.417,3.43,6,12,Mature,32,STOCKOUT,477.37000000000006,486.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00088,Filters,Lower Mainland,412.45,0.0,71.14,71.14,167.125,29.476,-0.3069,0.0,0.43,96.53,1.0,1.0,90.06,663.06,0.0,0.0,483.08,0.267,3.43,6,12,Mature,32,STOCKOUT,591.92,672.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00088,Filters,Northern BC,412.45,63.25,133.34,196.59,83.065,17.635,-0.0365,0.76,2.37,1.173,0.7118,0.9965,53.88,338.67,0.0,0.0,80.94,0.117,3.43,6,12,Mature,32,STOCKOUT_RISK,142.08,144.0,0.76,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00088,Filters,Vancouver Island,412.45,0.0,49.08,49.08,106.939,33.026,-0.2785,0.0,0.46,80.555,0.0,1.0,100.9,467.55,0.0,0.0,334.65,0.417,3.43,6,12,Mature,32,STOCKOUT,418.47,432.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00089,Suspension,Interior,376.99,171.41,74.99,246.39999999999998,37.394,6.544,1.3812,4.58,6.59,0.338,0.3163,0.0,23.09,194.03,0.0,0.0,36.14,0.2,4.57,24,1,New,12,HEALTHY,0.0,0.0,4.58,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00089,Suspension,Lower Mainland,376.99,35.77,87.12,122.89000000000001,49.931,10.213,0.0876,0.72,2.46,2.133,0.7423,1.0,36.03,264.29,0.0,0.0,67.8,0.2,4.57,24,1,New,12,STOCKOUT_RISK,141.4,144.0,0.72,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00089,Suspension,Northern BC,376.99,171.99,98.16,270.15,31.479,4.996,0.0229,5.46,8.58,0.377,0.3584,0.0,17.63,161.53,18.32,6906.46,0.0,0.2,4.57,24,1,New,12,SLOW_MOVING,0.0,0.0,5.46,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00089,Suspension,Vancouver Island,376.99,29.89,7.540000000000001,37.43,32.43,6.962,-0.1714,0.92,1.15,2.07,0.607,1.0,24.56,172.81,0.0,0.0,55.54,0.35,4.57,24,1,New,12,STOCKOUT_RISK,135.38000000000002,144.0,0.92,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00090,Suspension,Interior,487.92,49.04,22.07,71.11,24.403,3.505,0.0,2.01,2.91,1.155,0.3532,1.0,12.56,127.6,0.0,0.0,51.79,0.25,4.71,1,6,Mature,81,STOCKOUT_RISK,56.49,57.0,2.01,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00090,Suspension,Lower Mainland,487.92,28.93,13.629999999999999,42.56,39.826,10.03,-0.1698,0.73,1.07,1.909,0.6143,1.0,35.93,223.68,0.0,0.0,93.72,0.4,4.71,1,6,Mature,81,STOCKOUT_RISK,181.12,182.0,0.73,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00090,Suspension,Northern BC,487.92,0.0,29.22,29.22,18.704,4.115,-0.7364,0.0,1.56,42.262,1.0,1.0,14.74,102.92,0.0,0.0,42.88,0.4,4.71,1,6,Mature,81,STOCKOUT,73.7,75.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00090,Suspension,Vancouver Island,487.92,138.05,29.65,167.70000000000002,23.844,5.243,0.023,5.79,7.03,0.421,0.3395,0.0,18.78,131.19,0.0,0.0,0.0,0.25,4.71,1,6,Mature,81,HEALTHY,0.0,0.0,5.79,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00091,Electrical,Interior,29.48,70.16,117.28999999999999,187.45,50.269,7.452,0.0852,1.4,3.73,1.073,0.426,0.0,13.94,78.57,0.0,0.0,117.56,0.161,1.29,1,1,Mature,54,UNDERSTOCKED,0.0,0.0,1.4,NO_ACTION,ON_ORDER_COVERS_REQUIREMENT
SKU-00091,Electrical,Lower Mainland,29.48,39.93,87.89,127.82,66.455,12.734,-0.6501,0.6,1.92,2.232,0.5697,0.0017,23.82,109.27,0.0,0.0,128.65,0.311,1.29,1,1,Mature,54,STOCKOUT_RISK,0.0,0.0,0.6,REPLENISH,BELOW_REORDER_POINT
SKU-00091,Electrical,Northern BC,29.48,126.83,119.94,246.76999999999998,37.459,10.155,0.0,3.39,6.59,0.445,0.397,0.0,19.0,67.16,0.0,0.0,40.34,0.161,1.29,1,1,Mature,54,HEALTHY,0.0,0.0,3.39,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00091,Electrical,Vancouver Island,29.48,158.05,148.76000000000002,306.81000000000006,43.799,5.052,1.1735,3.61,7.0,0.375,0.4689,0.0,9.45,65.76,0.0,0.0,0.0,0.161,1.29,1,1,Mature,54,HEALTHY,0.0,0.0,3.61,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00092,Electrical,Interior,37.71,229.63,99.42999999999999,329.06,15.492,2.339,-0.1001,14.82,21.24,0.17,0.181,0.0,9.22,97.75,205.12,7735.08,0.0,0.781,5.71,1,6,Mature,114,OBSOLETE_RISK,0.0,0.0,14.82,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00092,Electrical,Lower Mainland,37.71,169.22,20.58,189.8,23.07,5.722,0.6428,7.34,8.23,0.27,0.1963,0.0,22.57,154.4,5.24,197.6,19.77,0.431,5.71,1,6,Mature,114,SLOW_MOVING,0.0,0.0,7.34,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00092,Electrical,Northern BC,37.71,192.47000000000003,0.0,192.47000000000003,12.485,1.486,0.1591,15.42,15.42,0.19,0.174,0.0,5.86,77.2,92.59,3491.57,0.0,0.431,5.71,1,6,Mature,114,SLOW_MOVING,0.0,0.0,15.42,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00092,Electrical,Vancouver Island,37.71,51.86,51.730000000000004,103.59,15.949,3.521,0.0068,3.25,6.5,0.665,0.4683,0.0695,13.89,105.02,0.0,0.0,0.0,0.281,5.71,1,6,Mature,114,STOCKOUT_RISK,1.4299999999999926,6.0,3.25,REPLENISH,BELOW_REORDER_POINT
SKU-00093,Suspension,Interior,294.96,134.23,127.88,262.11,38.99,6.656,0.582,3.44,6.72,0.468,0.3642,0.0,20.33,154.01,0.0,0.0,42.04,0.259,3.43,1,1,Mature,85,HEALTHY,0.0,0.0,3.44,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00093,Suspension,Lower Mainland,294.96,66.12,85.61,151.73000000000002,51.916,11.831,3.0007,1.27,2.92,1.198,0.622,0.8848,36.15,214.15,0.0,0.0,60.97,0.259,3.43,1,1,Mature,85,STOCKOUT_RISK,62.42,63.0,1.27,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00093,Suspension,Northern BC,294.96,0.0,49.220000000000006,49.220000000000006,32.552,5.785,-0.2873,0.0,1.51,65.423,1.0,1.0,17.68,129.28,0.0,0.0,47.78,0.409,3.43,1,1,Mature,85,STOCKOUT,80.06,131.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00093,Suspension,Vancouver Island,294.96,14.19,62.0,76.19,31.686,7.045,0.1813,0.45,2.4,4.148,0.7715,0.9936,21.53,130.16,0.0,0.0,53.53,0.259,3.43,1,1,Mature,85,STOCKOUT_RISK,53.97,54.0,0.45,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00094,Electrical,Interior,181.9,161.03,0.0,161.03,10.264,0.718,-0.0238,15.69,15.69,0.174,0.1576,0.0,1.19,11.45,78.92,14355.55,0.0,0.195,1.0,1,1,Mature,74,SLOW_MOVING,0.0,0.0,15.69,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00094,Electrical,Lower Mainland,181.9,261.21,0.0,261.21,12.988,2.523,0.1256,20.11,20.11,0.127,0.1359,0.0,4.16,17.15,157.31,28614.69,0.0,0.395,1.0,1,1,Mature,74,SLOW_MOVING,0.0,0.0,20.11,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00094,Electrical,Northern BC,181.9,310.15999999999997,0.0,310.15999999999997,9.348,3.439,-0.1049,33.18,33.18,0.078,0.0684,0.0,5.67,15.02,235.38,42815.62,0.0,0.545,1.0,1,1,Mature,74,SLOW_MOVING,0.0,0.0,33.18,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00094,Electrical,Vancouver Island,181.9,69.37,28.33,97.7,9.836,1.398,-0.0268,7.05,9.93,0.363,0.2863,0.0,2.31,12.14,19.01,3457.92,1.52,0.045,1.0,1,1,Mature,74,SLOW_MOVING,0.0,0.0,7.05,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00095,Filters,Interior,410.81,0.08,65.8,65.88,77.335,12.0,1.3039,0.0,0.85,77.954,0.9989,1.0,47.92,500.88,0.0,0.0,151.18,0.294,5.86,12,1,New,16,STOCKOUT_RISK,435.0,444.0,0.0,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00095,Filters,Lower Mainland,410.81,0.0,97.61,97.61,128.042,28.384,1.3151,0.0,0.76,87.691,1.0,1.0,113.34,863.31,0.0,0.0,286.69,0.294,5.86,12,1,New,16,STOCKOUT,765.6999999999999,768.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00095,Filters,Northern BC,410.81,0.0,45.58,45.58,74.707,31.332,-0.7411,0.0,0.61,91.389,1.0,1.0,125.12,562.69,0.0,0.0,269.73,0.444,5.86,12,1,New,16,STOCKOUT,517.11,528.0,0.0,EXPEDITE_ORDER,STOCKOUT_EXPEDITE
SKU-00095,Filters,Vancouver Island,410.81,104.15,138.43,242.58,69.575,25.753,0.128,1.5,3.49,0.894,0.5574,0.9959,102.84,510.35,0.0,0.0,64.24,0.294,5.86,12,1,New,16,STOCKOUT_RISK,267.77000000000004,276.0,1.5,EXPEDITE_ORDER,IMMINENT_STOCKOUT
SKU-00096,Suspension,Interior,193.46,187.54,48.47,236.01,19.546,3.186,0.0112,9.59,12.07,0.22,0.224,0.0,5.26,24.8,79.64,15407.15,0.0,0.114,1.0,12,24,Mature,100,SLOW_MOVING,0.0,0.0,9.59,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00096,Suspension,Lower Mainland,193.46,130.98000000000002,46.75,177.73000000000002,27.675,4.77,0.1658,4.73,6.42,0.437,0.2907,0.0,7.87,35.54,0.0,0.0,26.06,0.114,1.0,12,24,Mature,100,HEALTHY,0.0,0.0,4.73,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00096,Suspension,Northern BC,193.46,130.46,9.37,139.83,16.545,3.493,0.1176,7.89,8.45,0.29,0.2563,0.0,5.76,22.31,7.47,1445.15,0.0,0.114,1.0,12,24,Mature,100,SLOW_MOVING,0.0,0.0,7.89,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00096,Suspension,Vancouver Island,193.46,154.14,0.0,154.14,18.935,3.012,0.099,8.14,8.14,0.262,0.2471,0.0,4.97,23.91,2.66,514.6,0.0,0.114,1.0,12,24,Mature,100,SLOW_MOVING,0.0,0.0,8.14,NO_ACTION,SUFFICIENT_INVENTORY
SKU-00097,Tools,Interior,279.13,94.74,0.02,94.75999999999999,7.206,0.609,-0.0082,13.15,13.15,0.305,0.177,0.0,1.57,19.07,37.11,10358.51,1.94,0.76,2.43,6,1,Decline,193,OBSOLETE_RISK,0.0,0.0,13.15,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00097,Tools,Lower Mainland,279.13,155.99,4.68,160.67000000000002,9.825,1.48,-0.1662,15.88,16.35,0.237,0.1234,0.0,3.8,27.67,82.07,22908.2,8.68,0.91,2.43,6,1,Decline,193,OBSOLETE_RISK,0.0,0.0,15.88,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
SKU-00097,Tools,Northern BC,279.13,213.21,71.45,284.66,5.95,0.866,0.066,35.83,47.84,0.109,0.0834,0.0,2.23,16.68,237.06,66170.56,0.0,0.96,2.43,6,1,Decline,193,OBSOLETE_RISK,0.0,0.0,35.83,STOP_OR_DELAY_ORDER,EXCESS_ON_ORDER
