sku_id,product_name,category,subcategory,brand_tier,private_label_flag,unit_cost,regular_retail_price,minimum_margin_pct,minimum_advertised_price,supplier,lead_time_days,case_pack,product_age_weeks,lifecycle_stage,base_demand,true_price_elasticity,seasonality_strength,inventory_holding_cost,obsolescence_risk,minimum_order_quantity
SKU-00142,Cabin Filter - Mid-Tier #142,Filters,Cabin Filter,Mid-Tier,False,117.79,191.54,0.155,163.34,ValueLine Parts,14,12,170,Decline,82.15,-2.025,0.0,2.744,0.179,1
SKU-00143,Car Battery - Economy #143,Batteries,Car Battery,Economy,False,81.92,124.83,0.144,113.29,ValueLine Parts,26,1,92,Mature,71.66,-1.721,0.204,6.0813,0.169,12
SKU-00144,Fuel Filter - Economy #144,Filters,Fuel Filter,Economy,False,363.78,552.73,0.195,505.32,Northern Dist,4,1,43,Growth,34.69,-2.05,0.0,22.8034,0.015,1
SKU-00145,Starter - Economy #145,Electrical,Starter,Economy,False,307.15,503.27,0.181,474.34,Pacific Supply,32,1,173,Decline,49.07,-1.387,0.0,6.9272,0.075,6
SKU-00146,Shocks - Premium #146,Suspension,Shocks,Premium,False,413.09,724.64,0.12,703.51,Northern Dist,42,6,85,Mature,74.15,-1.287,0.0,27.1735,0.291,1
SKU-00147,Fuel Filter - Private Label #147,Filters,Fuel Filter,Private Label,True,277.41,347.24,0.185,322.86,Pacific Supply,30,12,98,Mature,26.89,-1.578,0.0,6.7968,0.222,1
SKU-00148,Marine Battery - Mid-Tier #148,Batteries,Marine Battery,Mid-Tier,False,159.55,285.81,0.173,256.65,Northern Dist,42,6,96,Mature,19.13,-1.608,0.386,5.2515,0.259,12
SKU-00149,Sockets - Private Label #149,Tools,Sockets,Private Label,True,191.32,335.77,0.126,315.65,AutoParts Co,39,1,110,Mature,17.18,-0.306,0.0,4.6442,0.148,12
SKU-00150,Car Battery - Mid-Tier #150,Batteries,Car Battery,Mid-Tier,False,423.62,623.36,0.184,566.03,Northern Dist,23,1,59,Mature,11.04,-0.752,0.554,12.3534,0.209,1
SKU-00151,Oil Filter - Mid-Tier #151,Filters,Oil Filter,Mid-Tier,False,74.19,105.85,0.141,97.15,AutoParts Co,16,6,87,Mature,51.11,-2.081,0.0,1.9675,0.014,6
SKU-00152,Air Filter - Mid-Tier #152,Filters,Air Filter,Mid-Tier,False,406.1,565.61,0.153,524.41,ValueLine Parts,20,12,93,Mature,47.93,-2.467,0.0,27.1962,0.283,1
SKU-00153,Alternator - Economy #153,Electrical,Alternator,Economy,False,383.1,515.54,0.179,480.59,ValueLine Parts,18,1,196,Decline,5.3,-0.478,0.0,20.2351,0.053,12
SKU-00154,Alternator - Premium #154,Electrical,Alternator,Premium,False,228.99,386.49,0.132,352.62,AutoParts Co,8,1,197,Decline,39.04,-0.424,0.0,17.5693,0.087,1
SKU-00155,Marine Battery - Premium #155,Batteries,Marine Battery,Premium,False,214.71,377.43,0.15,368.47,Northern Dist,8,1,176,Decline,69.04,-1.515,0.379,15.3149,0.123,1
SKU-00156,Power Steering - Premium #156,Fluids,Power Steering,Premium,False,154.19,189.98,0.139,166.43,Pacific Supply,14,6,195,Decline,16.14,-1.712,0.47,6.3112,0.218,1
SKU-00157,Struts - Mid-Tier #157,Suspension,Struts,Mid-Tier,False,427.05,641.63,0.121,620.46,AutoParts Co,26,1,149,Decline,40.58,-1.06,0.0,14.6512,0.227,1
SKU-00158,Air Filter - Private Label #158,Filters,Air Filter,Private Label,True,305.23,485.88,0.171,475.71,ValueLine Parts,25,12,162,Decline,67.11,-1.988,0.0,17.333,0.014,1
SKU-00159,Brake Fluid - Mid-Tier #159,Brakes,Brake Fluid,Mid-Tier,False,24.58,31.08,0.124,27.52,Pacific Supply,20,1,73,Growth,31.53,-1.177,0.0,0.9916,0.105,1
SKU-00160,Calipers - Premium #160,Brakes,Calipers,Premium,False,379.54,686.97,0.193,628.95,AutoParts Co,35,1,8,New,26.54,-0.828,0.0,26.8169,0.27,12
SKU-00161,Air Filter - Economy #161,Filters,Air Filter,Economy,False,404.17,548.61,0.193,473.05,ValueLine Parts,8,1,91,Mature,82.19,-1.009,0.0,26.7606,0.242,24
SKU-00162,Transmission Fluid - Premium #162,Fluids,Transmission Fluid,Premium,False,141.58,199.92,0.104,181.58,AutoParts Co,39,1,171,Decline,32.63,-2.376,0.37,10.4238,0.134,1
SKU-00163,Car Battery - Mid-Tier #163,Batteries,Car Battery,Mid-Tier,False,211.78,282.18,0.15,245.42,Northern Dist,43,1,123,Mature,34.25,-1.413,0.53,16.5583,0.238,6
SKU-00164,Gaskets - Premium #164,Engine Components,Gaskets,Premium,False,152.58,254.69,0.158,225.21,Pacific Supply,26,1,168,Decline,10.98,-0.856,0.0,3.5903,0.183,12
SKU-00165,Fuel Filter - Premium #165,Filters,Fuel Filter,Premium,False,258.56,344.66,0.166,298.28,ValueLine Parts,17,12,55,Growth,74.64,-1.094,0.0,12.0384,0.055,12
SKU-00166,Calipers - Mid-Tier #166,Brakes,Calipers,Mid-Tier,False,436.9,633.41,0.192,545.62,Northern Dist,42,1,199,Decline,74.51,-1.12,0.0,18.0483,0.141,1
SKU-00167,Sockets - Premium #167,Tools,Sockets,Premium,False,87.19,138.49,0.107,118.41,Pacific Supply,36,24,24,New,3.26,-0.473,0.0,5.6596,0.264,6
SKU-00168,Fuel Filter - Mid-Tier #168,Filters,Fuel Filter,Mid-Tier,False,270.9,366.16,0.106,328.79,Pacific Supply,29,1,66,Growth,38.81,-2.118,0.0,11.0319,0.165,1
SKU-00169,Pistons - Mid-Tier #169,Engine Components,Pistons,Mid-Tier,False,773.64,1139.27,0.191,1085.93,Pacific Supply,25,24,143,Decline,56.47,-1.553,0.0,36.7499,0.037,6
SKU-00170,Motor Oil - Economy #170,Fluids,Motor Oil,Economy,False,256.3,410.29,0.187,382.29,AutoParts Co,4,1,28,Mature,67.71,-1.82,0.548,8.4518,0.26,6
SKU-00171,Marine Battery - Mid-Tier #171,Batteries,Marine Battery,Mid-Tier,False,98.11,134.68,0.17,118.06,ValueLine Parts,14,1,100,Mature,61.61,-1.697,0.28,7.6844,0.215,6
SKU-00172,Motor Oil - Mid-Tier #172,Fluids,Motor Oil,Mid-Tier,False,24.56,39.4,0.104,33.51,AutoParts Co,23,24,64,Mature,61.01,-1.633,0.389,0.9696,0.161,6
SKU-00173,Coolant - Mid-Tier #173,Fluids,Coolant,Mid-Tier,False,449.57,815.4,0.108,733.87,Pacific Supply,7,12,153,Decline,24.42,-2.511,0.27,22.3784,0.277,24
SKU-00174,Brake Fluid - Mid-Tier #174,Brakes,Brake Fluid,Mid-Tier,False,44.74,59.73,0.199,52.39,Pacific Supply,23,12,17,New,46.74,-1.061,0.0,1.9061,0.25,6
SKU-00175,Alternator - Mid-Tier #175,Electrical,Alternator,Mid-Tier,False,346.43,591.61,0.137,546.53,AutoParts Co,42,1,67,Growth,58.77,-1.424,0.0,21.9722,0.029,24
SKU-00176,Battery Charger - Premium #176,Batteries,Battery Charger,Premium,False,16.76,20.82,0.185,18.33,ValueLine Parts,23,1,167,Decline,35.25,-1.197,0.518,1.3298,0.054,6
SKU-00177,Power Steering - Premium #177,Fluids,Power Steering,Premium,False,241.44,415.78,0.167,390.45,Pacific Supply,14,1,166,Decline,30.59,-2.379,0.409,9.5644,0.099,12
SKU-00178,Fuses - Premium #178,Electrical,Fuses,Premium,False,436.69,664.24,0.113,624.52,Northern Dist,3,1,75,Growth,13.75,-0.568,0.0,28.7059,0.296,1
SKU-00179,Alternator - Economy #179,Electrical,Alternator,Economy,False,40.57,61.46,0.176,55.11,Northern Dist,19,1,64,Mature,22.09,-1.488,0.0,1.1131,0.171,12
SKU-00180,Motor Oil - Economy #180,Fluids,Motor Oil,Economy,False,446.81,741.67,0.125,684.02,Northern Dist,31,24,159,Decline,27.72,-2.324,0.573,20.113,0.166,24
SKU-00181,Belts - Premium #181,Engine Components,Belts,Premium,False,431.56,538.23,0.193,466.16,ValueLine Parts,9,24,151,Decline,9.56,-1.442,0.0,27.4222,0.03,1
SKU-00182,Diagnostic Tools - Economy #182,Tools,Diagnostic Tools,Economy,False,219.73,332.05,0.132,312.34,Pacific Supply,21,12,127,Mature,16.94,-0.322,0.0,17.5476,0.057,12
SKU-00183,Brake Pads - Mid-Tier #183,Brakes,Brake Pads,Mid-Tier,False,243.28,365.46,0.105,329.85,Northern Dist,29,12,152,Decline,53.27,-0.792,0.0,14.2301,0.239,12
SKU-00184,Power Steering - Economy #184,Fluids,Power Steering,Economy,False,55.09,73.82,0.153,71.12,AutoParts Co,12,1,109,Mature,9.05,-1.714,0.437,3.8368,0.182,12
SKU-00185,Gaskets - Mid-Tier #185,Engine Components,Gaskets,Mid-Tier,False,694.0,1110.93,0.152,997.47,AutoParts Co,9,1,157,Decline,17.06,-1.56,0.0,53.1941,0.156,24
SKU-00186,Fuel Filter - Mid-Tier #186,Filters,Fuel Filter,Mid-Tier,False,408.79,570.54,0.177,544.5,AutoParts Co,19,1,24,New,115.5,-2.334,0.0,30.822,0.266,1
SKU-00187,Jacks - Mid-Tier #187,Tools,Jacks,Mid-Tier,False,248.54,362.63,0.103,340.43,ValueLine Parts,28,24,101,Mature,2.28,-0.325,0.0,18.9447,0.164,12
SKU-00188,Diagnostic Tools - Mid-Tier #188,Tools,Diagnostic Tools,Mid-Tier,False,42.57,56.22,0.184,48.85,Pacific Supply,9,1,94,Mature,6.16,-0.687,0.0,1.7916,0.192,6
SKU-00189,Fuses - Premium #189,Electrical,Fuses,Premium,False,457.15,793.21,0.183,739.32,Northern Dist,25,1,124,Mature,55.86,-0.818,0.0,35.4225,0.18,1
SKU-00190,Car Battery - Premium #190,Batteries,Car Battery,Premium,False,257.32,376.72,0.144,336.85,Pacific Supply,10,6,77,Growth,31.27,-1.525,0.588,9.6849,0.168,1
SKU-00191,Air Filter - Economy #191,Filters,Air Filter,Economy,False,475.25,639.64,0.169,545.78,Pacific Supply,7,12,54,Growth,84.61,-2.106,0.0,24.2351,0.185,1
SKU-00192,Struts - Premium #192,Suspension,Struts,Premium,False,329.22,597.28,0.102,550.98,Pacific Supply,25,1,12,New,66.49,-0.774,0.0,20.3469,0.259,12
SKU-00193,Spark Plugs - Private Label #193,Engine Components,Spark Plugs,Private Label,True,672.24,841.06,0.119,715.33,Pacific Supply,11,1,173,Decline,14.95,-1.244,0.0,29.6742,0.233,12
SKU-00194,Pistons - Premium #194,Engine Components,Pistons,Premium,False,732.39,920.04,0.141,894.76,ValueLine Parts,31,6,131,Decline,34.07,-0.839,0.0,47.7574,0.019,6
SKU-00195,Brake Pads - Economy #195,Brakes,Brake Pads,Economy,False,120.11,187.62,0.135,181.1,Pacific Supply,6,1,107,Mature,62.29,-0.627,0.0,5.9641,0.067,1
SKU-00196,Marine Battery - Private Label #196,Batteries,Marine Battery,Private Label,True,439.35,783.28,0.123,760.67,Pacific Supply,17,1,165,Decline,34.95,-1.172,0.424,15.1483,0.034,1
SKU-00197,Coolant - Private Label #197,Fluids,Coolant,Private Label,True,316.93,466.53,0.143,424.72,ValueLine Parts,44,6,52,Growth,57.9,-2.465,0.504,22.7478,0.094,24
SKU-00198,Belts - Economy #198,Engine Components,Belts,Economy,False,680.15,1232.46,0.142,1178.0,ValueLine Parts,41,1,146,Decline,37.32,-1.004,0.0,36.6791,0.041,1
SKU-00199,Car Battery - Economy #199,Batteries,Car Battery,Economy,False,201.29,282.08,0.125,257.8,ValueLine Parts,19,1,80,Mature,7.47,-0.914,0.43,11.4447,0.14,1
SKU-00200,Struts - Mid-Tier #200,Suspension,Struts,Mid-Tier,False,252.99,365.32,0.182,345.93,Northern Dist,38,1,96,Mature,64.45,-1.061,0.0,13.9046,0.093,1
SKU-00201,Battery Charger - Premium #201,Batteries,Battery Charger,Premium,False,337.34,449.12,0.151,437.14,ValueLine Parts,10,1,15,New,78.98,-1.381,0.55,23.337,0.019,24
SKU-00202,Bushings - Economy #202,Suspension,Bushings,Economy,False,268.71,375.67,0.181,353.97,Pacific Supply,12,1,174,Decline,71.61,-0.972,0.0,15.7379,0.292,1
SKU-00203,Brake Pads - Premium #203,Brakes,Brake Pads,Premium,False,74.05,126.01,0.123,115.35,AutoParts Co,24,6,83,Mature,45.41,-0.506,0.0,5.0685,0.113,12
SKU-00204,Struts - Economy #204,Suspension,Struts,Economy,False,393.43,502.4,0.139,485.36,AutoParts Co,17,6,36,Growth,45.29,-1.298,0.0,18.7282,0.063,1
SKU-00205,Calipers - Economy #205,Brakes,Calipers,Economy,False,289.77,364.55,0.184,318.16,Pacific Supply,10,1,172,Decline,63.06,-0.665,0.0,9.0407,0.154,24
SKU-00206,Brake Fluid - Economy #206,Brakes,Brake Fluid,Economy,False,419.5,525.57,0.188,501.22,Northern Dist,25,1,48,Mature,54.58,-0.591,0.0,31.524,0.039,12
SKU-00207,Coolant - Premium #207,Fluids,Coolant,Premium,False,472.68,675.47,0.168,648.01,AutoParts Co,12,12,59,Mature,71.22,-1.214,0.22,19.5139,0.198,6
SKU-00208,Motor Oil - Premium #208,Fluids,Motor Oil,Premium,False,62.89,79.4,0.164,71.12,Northern Dist,42,1,54,Mature,55.57,-2.453,0.416,4.4118,0.032,1
SKU-00209,Control Arms - Private Label #209,Suspension,Control Arms,Private Label,True,424.07,639.15,0.163,572.63,ValueLine Parts,3,1,151,Decline,79.86,-0.824,0.0,10.0412,0.183,12
SKU-00210,Rotors - Mid-Tier #210,Brakes,Rotors,Mid-Tier,False,366.86,476.21,0.117,407.56,Pacific Supply,4,1,51,Mature,5.12,-0.589,0.0,13.5562,0.183,6
SKU-00211,Starter - Private Label #211,Electrical,Starter,Private Label,True,147.47,231.64,0.105,225.68,Northern Dist,13,1,186,Decline,38.29,-0.421,0.0,10.1387,0.224,1
SKU-00212,Fuel Filter - Mid-Tier #212,Filters,Fuel Filter,Mid-Tier,False,414.07,651.71,0.164,609.01,AutoParts Co,36,1,92,Mature,15.02,-2.094,0.0,19.1691,0.081,6
SKU-00213,Car Battery - Mid-Tier #213,Batteries,Car Battery,Mid-Tier,False,120.11,149.64,0.177,134.52,Pacific Supply,14,24,58,Mature,27.03,-1.382,0.503,7.1648,0.135,1
SKU-00214,Wrenches - Mid-Tier #214,Tools,Wrenches,Mid-Tier,False,105.55,133.3,0.141,115.45,AutoParts Co,4,12,93,Mature,23.34,-0.595,0.0,5.0098,0.016,12
SKU-00215,Shocks - Premium #215,Suspension,Shocks,Premium,False,112.31,150.58,0.14,138.35,AutoParts Co,15,1,28,Growth,44.87,-1.299,0.0,5.9416,0.074,6
SKU-00216,Rotors - Premium #216,Brakes,Rotors,Premium,False,67.8,86.87,0.198,80.81,Northern Dist,6,1,188,Decline,78.96,-0.773,0.0,2.1859,0.191,24
SKU-00217,Coolant - Mid-Tier #217,Fluids,Coolant,Mid-Tier,False,465.97,597.62,0.2,537.43,ValueLine Parts,28,12,62,Growth,73.98,-1.762,0.427,13.4903,0.165,1
SKU-00218,Wrenches - Premium #218,Tools,Wrenches,Premium,False,258.5,318.86,0.171,312.46,Northern Dist,5,1,93,Mature,17.18,-0.796,0.0,15.7788,0.181,6
SKU-00219,Struts - Economy #219,Suspension,Struts,Economy,False,299.18,391.63,0.156,377.79,Pacific Supply,32,1,158,Decline,27.08,-0.833,0.0,10.3749,0.013,1
SKU-00220,Pistons - Economy #220,Engine Components,Pistons,Economy,False,241.21,341.14,0.132,325.37,AutoParts Co,35,1,47,Mature,13.98,-0.834,0.0,18.0432,0.16,1
SKU-00221,Air Filter - Premium #221,Filters,Air Filter,Premium,False,10.85,14.41,0.191,13.74,AutoParts Co,41,6,182,Decline,38.29,-1.045,0.0,0.4256,0.092,1
SKU-00222,Power Steering - Mid-Tier #222,Fluids,Power Steering,Mid-Tier,False,327.15,416.54,0.193,381.44,Northern Dist,39,1,39,Mature,57.38,-1.489,0.486,12.0041,0.039,12
SKU-00223,Jacks - Premium #223,Tools,Jacks,Premium,False,32.3,48.08,0.116,44.68,ValueLine Parts,39,6,185,Decline,14.17,-0.405,0.0,1.5625,0.2,1
SKU-00224,Fuel Filter - Premium #224,Filters,Fuel Filter,Premium,False,415.46,629.87,0.124,596.45,Northern Dist,7,1,195,Decline,74.9,-2.373,0.0,27.0257,0.095,1
SKU-00225,Fuses - Economy #225,Electrical,Fuses,Economy,False,350.6,470.75,0.171,458.16,Pacific Supply,19,1,118,Mature,20.3,-1.399,0.0,22.6277,0.148,1
SKU-00226,Motor Oil - Premium #226,Fluids,Motor Oil,Premium,False,137.13,233.26,0.16,209.73,AutoParts Co,44,1,65,Growth,21.8,-1.536,0.292,7.8256,0.011,12
SKU-00227,Alternator - Economy #227,Electrical,Alternator,Economy,False,192.96,338.26,0.176,307.19,ValueLine Parts,31,24,45,Growth,52.12,-0.676,0.0,6.7383,0.267,6
SKU-00228,Brake Fluid - Economy #228,Brakes,Brake Fluid,Economy,False,309.23,450.64,0.162,391.93,AutoParts Co,28,12,131,Decline,23.05,-1.049,0.0,10.7206,0.266,6
SKU-00229,Starter - Mid-Tier #229,Electrical,Starter,Mid-Tier,False,207.8,269.56,0.173,244.84,ValueLine Parts,25,12,108,Mature,65.63,-1.482,0.0,14.9918,0.273,12
SKU-00230,Alternator - Economy #230,Electrical,Alternator,Economy,False,137.31,180.65,0.111,169.04,Northern Dist,16,24,123,Mature,61.35,-0.641,0.0,6.4833,0.169,1
SKU-00231,Battery Charger - Private Label #231,Batteries,Battery Charger,Private Label,True,458.45,776.47,0.196,706.99,AutoParts Co,42,24,55,Growth,22.1,-1.748,0.268,14.5444,0.288,12
SKU-00232,Car Battery - Economy #232,Batteries,Car Battery,Economy,False,169.08,261.95,0.119,254.59,Northern Dist,30,1,129,Mature,21.9,-1.468,0.484,9.7976,0.056,6
SKU-00233,Battery Charger - Mid-Tier #233,Batteries,Battery Charger,Mid-Tier,False,140.05,180.43,0.133,161.14,AutoParts Co,13,1,16,New,17.05,-1.3,0.417,8.5898,0.284,1
SKU-00234,Shocks - Premium #234,Suspension,Shocks,Premium,False,26.26,42.0,0.176,40.3,AutoParts Co,18,1,180,Decline,62.6,-1.26,0.0,0.7978,0.299,1
SKU-00235,Brake Pads - Economy #235,Brakes,Brake Pads,Economy,False,321.55,517.35,0.171,497.48,AutoParts Co,36,1,69,Growth,29.6,-1.071,0.0,10.0222,0.106,1
SKU-00236,Brake Fluid - Private Label #236,Brakes,Brake Fluid,Private Label,True,159.49,287.47,0.196,249.68,AutoParts Co,32,1,15,New,48.86,-0.7,0.0,4.9942,0.032,1
SKU-00237,Marine Battery - Private Label #237,Batteries,Marine Battery,Private Label,True,337.63,537.55,0.198,504.3,ValueLine Parts,29,24,29,Growth,2.34,-1.756,0.403,11.9656,0.153,24
SKU-00238,Oil Filter - Premium #238,Filters,Oil Filter,Premium,False,364.87,621.9,0.114,551.92,Pacific Supply,32,1,15,New,70.88,-2.207,0.0,15.7927,0.171,12
SKU-00239,Motor Oil - Premium #239,Fluids,Motor Oil,Premium,False,466.24,758.86,0.192,735.46,ValueLine Parts,12,1,106,Mature,34.5,-1.761,0.201,12.3876,0.038,12
SKU-00240,Alternator - Economy #240,Electrical,Alternator,Economy,False,297.16,380.75,0.175,341.2,AutoParts Co,16,24,141,Decline,23.89,-1.486,0.0,20.4185,0.23,1
SKU-00241,Wiring Harness - Premium #241,Electrical,Wiring Harness,Premium,False,404.88,635.44,0.119,593.66,Pacific Supply,18,1,36,Growth,42.43,-0.968,0.0,12.0878,0.048,6
SKU-00242,Spark Plugs - Mid-Tier #242,Engine Components,Spark Plugs,Mid-Tier,False,720.64,1078.8,0.192,959.04,Pacific Supply,36,6,59,Growth,28.95,-1.508,0.0,34.8461,0.292,24
SKU-00243,Transmission Fluid - Mid-Tier #243,Fluids,Transmission Fluid,Mid-Tier,False,247.04,305.02,0.18,263.29,Northern Dist,15,1,57,Growth,8.19,-2.306,0.478,12.0123,0.108,1
SKU-00244,Air Filter - Economy #244,Filters,Air Filter,Economy,False,476.01,608.59,0.196,564.36,AutoParts Co,23,1,41,Mature,100.18,-1.538,0.0,18.7689,0.041,6
SKU-00245,Jacks - Premium #245,Tools,Jacks,Premium,False,41.86,54.47,0.164,50.75,AutoParts Co,29,12,11,New,9.47,-0.589,0.0,2.2915,0.153,1
SKU-00246,Shocks - Economy #246,Suspension,Shocks,Economy,False,251.0,363.45,0.103,353.46,ValueLine Parts,44,1,193,Decline,21.96,-1.077,0.0,5.7333,0.028,12
SKU-00247,Oil Filter - Mid-Tier #247,Filters,Oil Filter,Mid-Tier,False,40.42,71.16,0.194,65.54,Pacific Supply,39,1,89,Mature,91.12,-1.575,0.0,1.0159,0.1,1
SKU-00248,Brake Fluid - Economy #248,Brakes,Brake Fluid,Economy,False,401.67,611.52,0.185,552.11,Northern Dist,12,1,89,Mature,41.5,-0.606,0.0,14.6603,0.018,24
SKU-00249,Brake Pads - Mid-Tier #249,Brakes,Brake Pads,Mid-Tier,False,178.92,263.76,0.188,234.22,Pacific Supply,11,1,40,Mature,14.29,-0.835,0.0,8.9782,0.205,24
SKU-00250,Car Battery - Economy #250,Batteries,Car Battery,Economy,False,199.39,245.82,0.112,210.18,Northern Dist,26,24,119,Mature,40.65,-1.438,0.343,12.0983,0.203,6
SKU-00251,Car Battery - Mid-Tier #251,Batteries,Car Battery,Mid-Tier,False,294.65,447.14,0.131,399.27,Northern Dist,25,1,68,Growth,36.4,-1.037,0.557,21.0114,0.057,1
SKU-00252,Transmission Fluid - Premium #252,Fluids,Transmission Fluid,Premium,False,458.12,657.11,0.195,583.04,Northern Dist,11,6,87,Mature,73.95,-1.414,0.423,24.2523,0.284,12
SKU-00253,Coolant - Mid-Tier #253,Fluids,Coolant,Mid-Tier,False,73.45,116.33,0.197,99.31,ValueLine Parts,6,12,173,Decline,7.83,-1.615,0.244,4.3246,0.03,6
SKU-00254,Marine Battery - Private Label #254,Batteries,Marine Battery,Private Label,True,439.61,731.92,0.152,646.08,ValueLine Parts,8,6,106,Mature,9.86,-1.243,0.464,10.2266,0.097,6
SKU-00255,Motor Oil - Economy #255,Fluids,Motor Oil,Economy,False,394.46,490.3,0.185,471.62,Northern Dist,31,1,57,Growth,14.03,-2.252,0.411,28.6805,0.278,6
SKU-00256,Battery Charger - Mid-Tier #256,Batteries,Battery Charger,Mid-Tier,False,492.38,653.83,0.108,603.52,Northern Dist,28,1,114,Mature,27.14,-1.438,0.203,15.3975,0.022,1
SKU-00257,Belts - Private Label #257,Engine Components,Belts,Private Label,True,549.68,892.73,0.133,854.18,Northern Dist,4,1,163,Decline,2.08,-1.046,0.0,43.6731,0.237,1
SKU-00258,Spark Plugs - Premium #258,Engine Components,Spark Plugs,Premium,False,371.89,612.85,0.101,543.88,AutoParts Co,29,1,180,Decline,63.86,-0.999,0.0,14.363,0.29,1
SKU-00259,Marine Battery - Mid-Tier #259,Batteries,Marine Battery,Mid-Tier,False,278.4,392.43,0.155,355.62,ValueLine Parts,14,1,88,Mature,74.7,-0.891,0.426,17.3483,0.253,24
SKU-00260,Transmission Fluid - Economy #260,Fluids,Transmission Fluid,Economy,False,339.81,549.37,0.121,502.56,Northern Dist,28,1,141,Decline,2.19,-1.859,0.542,23.4406,0.218,1
SKU-00261,Diagnostic Tools - Mid-Tier #261,Tools,Diagnostic Tools,Mid-Tier,False,133.0,199.71,0.1,186.5,Northern Dist,28,12,9,New,20.44,-0.441,0.0,4.879,0.288,12
SKU-00262,Wrenches - Private Label #262,Tools,Wrenches,Private Label,True,230.28,351.33,0.117,323.45,ValueLine Parts,7,6,197,Decline,21.84,-0.417,0.0,11.5964,0.135,1
SKU-00263,Wrenches - Premium #263,Tools,Wrenches,Premium,False,153.05,189.69,0.102,172.91,Northern Dist,32,6,127,Mature,6.48,-0.718,0.0,4.4793,0.098,1
SKU-00264,Gaskets - Private Label #264,Engine Components,Gaskets,Private Label,True,277.42,400.41,0.148,392.28,Pacific Supply,39,6,110,Mature,68.45,-1.508,0.0,11.275,0.161,6
SKU-00265,Starter - Economy #265,Electrical,Starter,Economy,False,251.65,441.47,0.162,404.77,Northern Dist,40,1,122,Mature,72.55,-0.718,0.0,19.7296,0.246,12
SKU-00266,Car Battery - Economy #266,Batteries,Car Battery,Economy,False,156.85,255.34,0.114,227.23,AutoParts Co,37,1,98,Mature,27.14,-1.31,0.355,10.1508,0.031,1
SKU-00267,Brake Fluid - Economy #267,Brakes,Brake Fluid,Economy,False,203.84,326.18,0.192,311.21,Pacific Supply,21,12,26,Mature,24.82,-0.927,0.0,8.0892,0.244,6
SKU-00268,Rotors - Private Label #268,Brakes,Rotors,Private Label,True,435.38,748.55,0.195,678.92,AutoParts Co,24,24,12,New,12.14,-0.999,0.0,33.1468,0.011,1
SKU-00269,Motor Oil - Premium #269,Fluids,Motor Oil,Premium,False,103.48,136.33,0.166,121.68,ValueLine Parts,21,1,7,New,49.0,-1.816,0.478,3.0614,0.103,1
SKU-00270,Gaskets - Mid-Tier #270,Engine Components,Gaskets,Mid-Tier,False,671.7,1050.32,0.156,1013.63,AutoParts Co,10,1,125,Mature,52.13,-1.062,0.0,52.3312,0.184,1
SKU-00271,Marine Battery - Mid-Tier #271,Batteries,Marine Battery,Mid-Tier,False,35.6,59.53,0.122,56.83,Pacific Supply,30,1,130,Decline,4.36,-1.212,0.526,0.8227,0.229,1
SKU-00272,Alternator - Premium #272,Electrical,Alternator,Premium,False,430.29,581.69,0.121,517.82,ValueLine Parts,6,6,80,Mature,26.78,-1.277,0.0,19.373,0.265,1
SKU-00273,Motor Oil - Premium #273,Fluids,Motor Oil,Premium,False,454.63,784.26,0.168,691.14,AutoParts Co,40,1,70,Growth,31.64,-2.128,0.43,25.7545,0.096,1
SKU-00274,Fuses - Private Label #274,Electrical,Fuses,Private Label,True,164.41,246.98,0.128,211.65,ValueLine Parts,20,12,158,Decline,15.34,-0.688,0.0,5.1079,0.037,6
SKU-00275,Coolant - Private Label #275,Fluids,Coolant,Private Label,True,309.49,431.63,0.104,400.57,Northern Dist,14,1,158,Decline,60.65,-2.652,0.369,7.0697,0.017,1
SKU-00276,Control Arms - Premium #276,Suspension,Control Arms,Premium,False,289.16,455.2,0.106,395.98,ValueLine Parts,21,24,177,Decline,54.27,-1.068,0.0,20.8357,0.23,12
SKU-00277,Pistons - Economy #277,Engine Components,Pistons,Economy,False,669.25,1074.53,0.18,1043.92,Northern Dist,9,1,36,Growth,68.38,-1.22,0.0,46.3011,0.242,24
SKU-00278,Gaskets - Economy #278,Engine Components,Gaskets,Economy,False,750.3,1304.56,0.157,1207.1,Pacific Supply,33,24,52,Mature,21.89,-1.466,0.0,34.8686,0.071,12
SKU-00279,Shocks - Private Label #279,Suspension,Shocks,Private Label,True,257.82,324.03,0.172,285.96,Pacific Supply,39,1,153,Decline,17.62,-0.687,0.0,13.0694,0.141,1
SKU-00280,Marine Battery - Mid-Tier #280,Batteries,Marine Battery,Mid-Tier,False,134.52,180.59,0.193,157.38,Pacific Supply,13,12,95,Mature,27.5,-0.713,0.235,9.0669,0.159,1
SKU-00281,Air Filter - Economy #281,Filters,Air Filter,Economy,False,317.17,560.14,0.196,525.69,ValueLine Parts,28,1,95,Mature,87.49,-1.273,0.0,20.7687,0.289,12
SKU-00282,Rotors - Private Label #282,Brakes,Rotors,Private Label,True,116.96,172.43,0.193,168.09,Northern Dist,32,1,167,Decline,29.22,-1.11,0.0,4.6183,0.017,1
SKU-00283,Car Battery - Mid-Tier #283,Batteries,Car Battery,Mid-Tier,False,328.28,509.12,0.178,460.24,AutoParts Co,14,1,29,Growth,26.37,-1.499,0.271,9.6668,0.203,12
SKU-00284,Jacks - Economy #284,Tools,Jacks,Economy,False,54.2,81.17,0.106,73.54,AutoParts Co,31,12,187,Decline,7.72,-0.605,0.0,3.5832,0.192,24
